Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,由香,お兄ちゃ～ん！　見て見てこれ～！, , ,Yuka,Big brooootheer! Lookee what I got!,,,유카,오빠~! 봐봐 이거~!,,,由香,哥哥～！　你看你看這個～！,,,1,205,29,1,0,0,0,0,0,,Translated
1,由香,すっごいの、甘いの……！　あれ？, , ,Yuka,"It's super-cool, and smells super-sweet! ...Huh?",,,유카,무지 단......! 어라?,,,由香,好厲害的，好香的……！　咦？,,,1,0,0,1,0,0,0,0,0,,Translated
2,由香,いないんだぁ、なぁんだ。, , ,Yuka,He's not here? Awww...,,,유카,"없네, 뭐야.",,,由香,不在啊，什麼嘛。,,,1,207,29,1,0,0,0,0,0,,Translated
3,母,由香～？　帰ったの？　ただいまって言いなさい。, , ,Mom,Yuka...?,I didn't know you were back. You should say,something when you get home!,엄마,유카~? 왔니? 다녀왔다고 하렴.,,,母親,由香～？　回來了？　要說我回來了喔。,,,1,161,14,1,0,0,0,0,0,,Translated
4,由香,ただいま～～！, , ,Yuka,I'm hoooooome!,,,유카,다녀왔어~~!,,,由香,我回來了～～！,,,1,208,29,1,0,0,0,0,0,,Translated
5,母,由香、あんたベルマーク集めてたよね。, , ,Mom,"Hey, weren't you collecting those promotional UPC",codes with the bell symbol on them?,,엄마,"유카, 너 벨 마크 모으고 있지.",,,母親,由香，妳在收集那個貝爾標誌對吧。,,,1,0,0,1,0,0,0,0,0,,Translated
6,由香,うん。, , ,Yuka,Uh-huh.,,,유카,응.,,,由香,嗯。,,,1,209,29,1,0,0,0,0,0,,Translated
7,母,ほら、一杯貰って来たよ。,お隣の佐藤さんが由香ちゃんに、って。, ,Mom,"Well, today's your lucky day. I got a whole bunch of",them from Mrs. Satou next door. She said to give,them to you.,엄마,"자, 잔뜩 받아 왔단다.",옆집 사토 씨가 유카한테 주라고 하더라.,,母親,你看，我幫妳拿了好多回來喔。,隔壁的佐藤太太說要給由香的。,,1,163,14,1,0,0,0,0,0,,Translated
8,由香,わぁ！, , ,Yuka,Whoa!,,,유카,와아!,,,由香,哇！,,,1,210,29,1,0,0,0,0,0,,Translated
9,母,良かったね。どうする？　自分で学校持ってく？,お母さんに任せる？, ,Mom,"Pretty good haul, no? So what are you gonna do with","them? Can you take them to school yourself, or would",you prefer I drive them over?,엄마,잘 됐구나. 어떻게 할래? 네가 직접 학교에 가지고 갈래?,아니면 엄마한테 맡길래?,,母親,太好了呢。怎麼辦？　要自己帶去學校？,還是交給媽媽？,,1,164,14,1,0,0,0,0,0,,Translated
10,由香,由香持ってく！, , ,Yuka,I'll take 'em!,,,유카,유카가 가지고 갈래!,,,由香,由香自己帶去！,,,1,211,29,1,0,0,0,0,0,,Translated
11,母,そう。褒められておいで……って、,あんたも一杯溜めたのねぇ。何買ってるの？, ,Mom,All right. Looking to hog all the glory for,"yourself, eh? ...Wow, you've got quite a haul",too! What on earth have you been buying?,엄마,그래. 칭찬 받겠네...... 아,너도 많이 모았구나. 뭘 샀니?,,母親,是嗎。去好好被人誇獎吧……,妳也收集了不少呢。買了什麼啊？,,1,165,14,1,0,0,0,0,0,,Translated
12,由香,ビーズ！, , ,Yuka,Beads!,,,유카,비즈!,,,由香,珠子！,,,1,212,29,1,0,0,0,0,0,,Translated
13,母,あ～～～　……なるほど。『香りのビーズ』ね。, , ,Mom,"Ohhhh yeeaaah, those scented beads you keep carrying",on about...,,엄마,아~~~ 그래. 『향기 나는 비즈』 말이지.,,,母親,啊～～～　……原來如此。『香氛珠子』啊。,,,1,166,14,1,0,0,0,0,0,,Translated
14,由香,今ね、新しいの買ってきたの。キャラメル味。, , ,Yuka,"I just bought another bottle, too. It's caramel",flavor!,,유카,오늘 새로운 걸 사왔어. 카라멜 맛.,,,由香,我今天買了新的喔。焦糖口味。,,,1,213,29,1,0,0,0,0,0,,Translated
15,母,（―味？）,ほ～。今度はどんな効果があるの？, ,Mom,(Flavor...?),I see. And what effect does this one have?,,엄마,(맛?),호오~ 이번 건 어떤 효과가 있는데?,,母親,（―口味？）,哦～。這次有什麼效果啊？,,1,167,14,1,0,0,0,0,0,,Translated
