Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,下田,幸運を、祈っているよ……,,,Mr. Shimoda,Luck be with you...,,,시모다,"행운이 있길, 빌고 있을게......",,,下田,祝你好運……,,,1,0,0,0,0,0,0,0,0,,Translated
1,奈那,成ちゃーん！　千早ちゃーん！　どこなのー！,返事して――――！, ,Nana,Nari! Chihaya! Where are you?!,Say something! Please!,,나나,나리~!  치하야~!  어디 있어~!,대답해~~~~!,,奈那,成醬～！　千醬早～！　你們在哪裡～！,回答我――――！,,1,32,34,1,0,0,0,0,0,,Translated
2,奈那,成ちゃぁ――ん！　千早ちゃぁ――ん！, , ,Nana,Naaaariiii!! Chihaaaayaaaa!!,,,나나,나리~~!  치하야~~!,,,奈那,成醬～～！　千醬早～～！,,,1,33,34,1,0,0,0,0,0,,Translated
3,奈那,きゃあ！, , ,Nana,...Eep!,,,나나,꺄아!,,,奈那,呀！,,,1,34,34,1,0,0,0,0,0,,Translated
4,奈那,……っ。,,,Nana,...,,,나나,...... 윽.,,,奈那,……。,,,1,0,0,0,0,0,0,0,0,,Translated
5,奈那,もう、やだ……, , ,Nana,"That's enough, now, you guys...",,,나나,"이젠, 싫어......",,,奈那,已經、夠了……,,,1,35,34,1,0,0,0,0,0,,Translated
6,奈那,（二人とも、どこ行っちゃったんだろう……）,,,Nana,(Where in the world could they have gone...?),,,나나,(둘 다 어디 간 거지......),,,奈那,（她們兩個，到底跑去哪裡了……）,,,1,0,0,0,0,0,0,0,0,,Translated
7,奈那,青い人魂さんと別れてからも、,私たちは荒れ果てた校舎を彷徨っていた。, ,Nana,"After separating from the kindly blue spirit, we'd","continued wandering the halls of this ruined school,",and had been at it for what seemed like an eternity.,나나,파란 도깨비불과 헤어진 후,우린 황폐한 교사를 방황하고 있었다.,,奈那,和藍色鬼火先生分別之後，,我們還是一直在荒廢的校舍裡徘徊。,,1,36,34,1,0,0,0,0,0,,Translated
8,奈那,成瀬先輩、風音先輩、,ひかりちゃんはまだ見つからない。, ,Nana,"We kept hoping we'd find some trace of Naruse,","Kazane or Hikari, but that seemed increasingly",unlikely with each passing moment.,나나,"나루세 선배, 카자네 선배",히카리는 아직 못 찾았다.,,奈那,成瀬學姊、風音學姊、,ひかり還是沒有找到。,,1,37,34,1,0,0,0,0,0,,Translated
9,奈那,どんなに歩いても出会えない。,どんなに呼びかけても返事はない……, ,Nana,No matter how much ground we covered or how loudly,"we called out for them, there was just...nothing.",,나나,아무리 걸어도 만날 수 없다.,아무리 불러도 대답이 없다......,,奈那,不管走了多遠都遇不到。,不管怎麼呼喊都沒有回應……,,1,38,34,1,0,0,0,0,0,,Translated
10,奈那,不安と苛立ちが募るばかりで、,私たちはかなり疲れ切っていたんだと思う。, ,Nana,"Our anxiety and irritation was growing, and we",were becoming completely exhausted.,,나나,불안과 초조함이 점점 커져,우리들은 매우 지쳐 있는 상태였다.,,0,不安和煩躁越來越強烈，,我想我們都已經相當疲憊了。,,1,39,34,1,0,0,0,0,0,,Translated
11,奈那,成ちゃんと千早ちゃんが喧嘩した。,口喧嘩はいつものことで、,きっとまたすぐ仲直りするだろうと思っていた。,Nana,And Nari and Chihaya just kept fighting! This was,"pretty normal for them, and they always made up","quickly enough, so I wasn't too worried at first...",나나,나리와 치하야가 싸웠다.,말싸움은 언제나 있는 일이라,금방 화해할 줄 알았다.,奈那,成醬和千醬早吵架了。,雖然她們經常拌嘴，,但我以為她們很快又會和好。,1,40,34,1,0,0,0,0,0,,Translated
12,奈那,なのに、その時は少し違っていた。, , ,Nana,...but this time was different. Our circumstances,were far from normal...,,나나,"하지만, 그때는 조금 달랐다.",,,奈那,但是，那時候有點不一樣。,,,1,41,34,1,0,0,0,0,0,,Translated
13,奈那・千早・成,ハアッ、ハアッ、ハアッ！,,,"Nana, Chihaya & Nari",*pant* *pant*,  *pant*,,나나·치하야·나리,"헉, 헉, 헉!",,,奈那・千早・成,哈啊、哈啊、哈啊！,,,1,0,0,0,0,0,0,0,0,,Translated
14,千早,うう……もうやだぁ！　疲れたよー！, , ,Chihaya,*whimper* I don't want to do this anymore.,I'm tired...,,치하야,우우...... 이젠 싫어!  힘들어~!,,,千早,嗚嗚……已經夠了！　好累喔～！,,,1,29,32,1,0,0,0,0,0,,Translated
15,奈那,千早ちゃん、さっきの幽霊……たぶんまだついてきてるよ。,あともうちょっとだけ頑張ろ、ね？, ,Nana,"We can't just stop here, Chihaya. That ghost from",before is probably still on our tail. Let's just go,"a little farther, okay? Then we can take a breather.",나나,"치하야, 좀 전에 그 유령...... 지금도 쫓아오고 있을 거야.","조금만 더 힘내자, 응?",,奈那,千早，剛才那個幽靈……大概還在追我們。,再稍微努力一下下就好，好嗎？,,1,43,34,1,0,0,0,0,0,,Translated
16,千早,なぁなちゃん、私もう走れないよ。, , ,Chihaya,"But Naaana, I can't run anymore...",,,치하야,"나아나, 난 더 이상 못 뛰겠어.",,,千早,奈那醬，我真的跑不動了。,,,1,30,32,1,0,0,0,0,0,,Translated
17,成,千早、あんたねぇ……, , ,Nari,"God, Chihaya.",,,나리,"치하야, 너......",,,成,千早，妳啊……,,,1,134,33,1,0,0,0,0,0,,Translated
