Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,田久地,と、扉ってこれ？！,幻影って……どう見ても本物に見えるけど……！,,Taguchi,I-Is this the door? I dunno about this...,It looks pretty solid to me!,,타구치,"이, 이게 문인가?!",환영이라니...... 아무리 봐도 진짜로 보이는데.....!,,田久地,這、這就是門嗎？！,幻影……怎麼看都像真的啊……！,,1,0,0,0,0,0,0,0,0,,Translated
1,,頭から飛び込む,やめる,,,Charge into it,Back away,,,머리를 들이민다,그만둔다,,,用頭撞進去,放棄,,0,255,255,255,255,255,255,255,255,,Translated
2,田久地,うわ！,,,Taguchi,Geh!,,,타구치,우와!,,,田久地,哇！,,,1,0,0,0,0,0,0,0,0,,Translated
3,田久地,と、扉ってこれ？！,幻影って……どう見ても本物に見えるけど……！,,Taguchi,I-Is this the door? I dunno about this...,It looks pretty solid to me!,,타구치,"이, 이게 문인가?!",환영이라니...... 아무리 봐도 진짜로 보이는데.....!,,田久地,這、這就是門嗎？！,幻影……怎麼看都像真的啊……！,,1,0,0,0,0,0,0,0,0,,Translated
4,,頭から飛び込む,やめる,,,Charge into it,Back away,,,머리를 들이민다,그만둔다,,,用頭撞進去,放棄,,0,255,255,255,255,255,255,255,255,,Translated
5,田久地,ッが！,,,Taguchi,Whoa!,,,타구치,악!!,,,田久地,呃！,,,1,0,0,0,0,0,0,0,0,,Translated
6,,撮っても　撮っても　お前のしにがお,ゆがんでく　くずれてく　ちぎれてく,お前のしにがお,,Keep on recording and recording,After you die your face will warp and crumble,and be torn apart    on camera,,아무리 찍어도 네 죽은 얼굴,일그러진 뭉개진 찢어진,네 죽은 얼굴,,不管怎麼拍　不管怎麼拍　你的死相,扭曲　崩壞　撕裂,你的死相,0,0,0,0,0,0,0,0,0,,Translated
7,,内への扉は　悪意ある幻影だ,心を強く持ち　頭から飛び込め,,,The door leading inside is a malicious illusion.,Take heart and you can charge right through it.,,,안에 있는 문은  악의가 깃든 환영이다,마음을 굳게 먹고  머리를 들이밀어라,,,通往內部的門是　充滿惡意的幻影,堅定內心　用頭撞進去,,0,0,0,0,0,0,0,0,0,,Translated
8,田久地,ひィッ！　……ひいいぃぃぃーーーッ！,,,Taguchi,No... NOOOOO!!,,,타구치,히익!  ...... 히이이이이익~~~!,,,田久地,咿！　……咿～～～～！,,,1,0,0,0,0,0,0,0,0,,Translated
9,霊,かえひて……エエエェェェェェェェェ！！,,,Spirit,Gihh it baack!!,,,유령,돌려줘...... 어어어어어어어어어어어!!,,,幽靈,還給我……啊啊啊啊啊啊！！,,,1,0,0,0,0,0,0,0,0,,Translated
10,霊,ひた！,,,Spirit,Gohhya!,,,유령,혀!,,,幽靈,舌！,,,1,0,0,0,0,0,0,0,0,,Translated
11,田久地,グァ！！　……アアァッッ,,,Taguchi,Ghh! GHHAAH!!,,,타구치,구아!!  ...... 아아아악,,,田久地,呃啊！！　……啊啊,,,1,0,0,0,0,0,0,0,0,,Translated
12,霊,め！！！,,,Spirit,Eye!,,,유령,눈!!!,,,幽靈,眼！！！,,,1,0,0,0,0,0,0,0,0,,Translated
13,田久地,ッ！！！　……ギアアァーーーーーーーッッ！！,,,Taguchi,...! GhhhaaaaaaAAAAAAAAAAGGGGHHH!!,,,타구치,윽!!!  ...... 그아아아악~~~~~~~!!,,,田久地,！！！　……嘎啊啊啊啊啊啊～～！！,,,1,0,0,0,0,0,0,0,0,,Translated
14,霊,ガアアウウウウゥゥゥゥ……！！！,,,Spirit,Graaaaaaaaaahhhhhhh...!,,,유령,가아아우우우우우우우우......!!!,,,幽靈,嘎啊啊嗚嗚嗚嗚嗚……！！！,,,1,0,0,0,0,0,0,0,0,,Translated
15,田久地,助へてェェェェ！！！,,,Taguchi,HEEEEEELP MEEEEEE...!!,,,타구치,살려줘어어어어!!!,,,田久地,救救救救我～～～！！！,,,1,0,0,0,0,0,0,0,0,,Translated
16,霊,ウウウウウウゥゥゥゥゥゥゥ……！！,,,Spirit,Uuuullllllgggghhh...,,,유령,우우우우우우우우우우우우우......!!,,,幽靈,嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚嗚……！！,,,1,0,0,0,0,0,0,0,0,,Translated
