Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,森繁,…………。, , ,Morishige,...,,,모리시게,............,,,森繁,…………。,,,1,0,0,1,0,0,0,0,0,,Translated
1,森繁,（……くそっ）, , ,Morishige,(...Damn...),,,모리시게,(...... 젠장),,,森繁,（……可惡）,,,1,215,8,1,0,0,0,0,0,,Translated
2,森繁,由香ちゃん、どうして逃げるんだい？, , ,Morishige,"Why are you running, little Yuka?",,,모리시게,"유카, 왜 도망치는 거니?",,,森繁,由香，為什麼要逃呢？,,,1,216,8,1,0,0,0,0,0,,Translated
3,森繁,……まさか、見られたのか？,写メを撮っている所を……, ,Morishige,Could it be...you caught me while I was snapping,photos?,,모리시게,"설마, 본 거야?",사진을 찍고 있는 모습을......,,森繁,……難道說，被看見了嗎？拍照片的時候……,,,1,217,8,1,0,0,0,0,0,,Translated
4,森繁,（……追いかけないと）, , ,Morishige,(Heheh... Looks like the chase is afoot!),,,모리시게,(...... 쫓아가야겠다),,,森繁,（……不去追不行）,,,1,218,8,1,0,0,0,0,0,,Translated
5,森繁,（あの子は……あっちに行ったな）, , ,Morishige,(No...she went the other way.),,,모리시게,(그 애는...... 저쪽으로 갔군),,,森繁,（那孩子……往那邊去了）,,,1,219,8,1,0,0,0,0,0,,Translated
6,森繁,（……追いかけないと）, , ,Morishige,(And I need to find her...),,,모리시게,(...... 쫓아가야겠다),,,森繁,（……不去追不行）,,,1,220,8,1,0,0,0,0,0,,Translated
7,,　女生徒の亡骸が横たわっています……,　手元に、レターセットの切れ端が残されています。, ,,A female student's corpse lies sprawled out on the,floor. There are a couple scraps of paper from,a letter-set gently resting atop her boney hand.,,여학생의 유해가 누워 있습니다......,손에 레터 세트 조각이 남아 있습니다.,,,　女學生的遺體橫躺在地上……,手邊留有信紙組的碎片。,,0,0,0,1,0,0,0,0,0,,Translated
8,,“幸運……,　幸運のおまじない　　　　　,　馬鹿馬鹿しいケド信じてるから……”,,'Luck is fickle...but I still have faith in it.,That good luck charm... I know it's stupid...,but I truly believe it works...',,“행운......,행운의 주술,바보 같지만 믿을 테니까......”,,「幸運……,　幸運的祈願　　　　　,　雖然很蠢但我相信……」,0,0,0,1,0,0,0,0,0,,Translated
9,,“奈央、きっと会えるよ,　　　　　レクサーヌ高等学校,　　　　　 2年4組　木村かおり”,,"'So I know I'll see you again, Mao...and if anyone",else finds this letter...please...wish her good,"luck for me.  -Kaori Kimura, class 2-4, Lexern High'",,"“나오, 분명 만날 거야",        렉산 고등학교,          2학년 4반   키무라 카오리”,,「奈央，一定能再見面的,　　　　　雷克薩恩高中,　　　　　 2年4班　木村かおり」,0,0,0,1,0,0,0,0,0,,Translated
10,森繁,…………。, , ,Morishige,...,,,모리시게,............,,,森繁,…………。,,,1,0,0,1,0,0,0,0,0,,Translated
11,森繁,…………。, , ,Morishige,...,,,모리시게,............,,,森繁,…………。,,,1,0,0,1,0,0,0,0,0,,Translated
12,,【犠牲者の手記】（４／５）, , ,,[Victim's Memoirs],(4／5),,,【희생자의 수기】 (4/5),,,,【犧牲者的手記】（４／５）,,,0,0,0,1,0,0,0,0,0,,Translated
13,,さ　む　い　……, , ,,COLD,,,,춥  다  ......,,,,好　冷　……,,,0,0,0,1,0,0,0,0,0,,Translated
14,,……ゆ　び,うごか　な　イ……, ,,HURTS TO MOVE FINGERS,,,,......  손  가  락,안  움  직  여  ......,,,……手　指,動　不　了……,,0,0,0,1,0,0,0,0,0,,Translated
15,,ひつだん　もできな　い……,あ　いた　い, ,,NO STRENGTH TO WRITE ON DESK,CANNOT TALK OR SEE FRIEND,,,필담  도 불가능  해......,보  고싶  다,,,筆談　也做不　到……,好　想　見　你,,0,0,0,1,0,0,0,0,0,,Translated
16,,足の筋　切られた, , ,,TENDON IN LEG CUT,,,,발목이  잘렸어,,,,腳筋被割斷了,,,0,0,0,1,0,0,0,0,0,,Translated
17,,血……いっぱい出た, , ,,BLEEDING BADLY,,,,피...... 잔뜩 나왔어,,,,血……流了好多,,,0,0,0,1,0,0,0,0,0,,Translated
18,森繁,（……もしかして、ここに？）, , ,Morishige,"(Might she be in here, perchance...?)",,,모리시게,"(...... 혹시, 여기에?)",,,森繁,（……難道說，在這裡？）,,,1,222,8,1,0,0,0,0,0,,Translated
19,刻命,……っ！　だ、大丈夫か？　すまない……, , ,Kizami,...! A-Are you all right? Sorry about that...,,,키자미,"...... 윽! 괘, 괜찮아? 미안하다......",,,刻命,……！　你、沒事吧？　抱歉……,,,1,95,7,1,0,0,0,0,0,,Translated
20,森繁,あ……っ、い、いや。,（他校の奴か？）, ,Morishige,"Ah, n-no worries.",(Someone from another school...?),,모리시게,"아...... 아, 아냐.",(다른 학교 녀석인가?),,森繁,啊……不、不。（其他學校的傢伙嗎？）,,,1,226,8,1,0,0,0,0,0,,Translated
21,森繁,……平気だよ。……こっちこそ、悪かった。,よそ見をしていて。, ,Morishige,I'm totally fine. I should apologize as well.,I wasn't looking where I was going.,,모리시게,...... 괜찮아. 나야말로 미안하다.,한눈을 팔아서.,,森繁,……我沒事。……我才要道歉。,剛才在東張西望。,,1,227,8,1,0,0,0,0,0,,Translated
22,刻命,俺と違う学校だね……,俺は、白檀高等学校の刻命（キザミ）だ。, ,Kizami,I see you're from a different school. My name is,Kizami. I'm a student at Byakudan Senior High.,,키자미,나와 다른 학교로군......,나는 뱌쿠단 고등학교에 다니는 키자미라고 해.,,刻命,你和我是不同學校的呢……,我是白檀高等學校的刻命。,,1,96,7,1,0,0,0,0,0,,Translated
23,森繁,如月学園、森繁朔太郎だ。,……生きている人に会えて、良かった。, ,Morishige,"Sakutaro Morishige, from Kisaragi Academy.",...I'm grateful for the chance to meet another,living being.,모리시게,"키사라기 학원, 모리시게 사쿠타로야.",살아있는 사람을 보게 돼서 다행이야.,,森繁,如月學園，森繁朔太郎。,……能見到活人，真是太好了。,,1,228,8,1,0,0,0,0,0,,Translated
24,刻命,壊れていないか？　ほら。,……ん？, ,Kizami,I hope your phone wasn't broken in the fall.,Let's have a look...,...Hmm?,키자미,망가지지 않았어? 자.,...... 응?,,刻命,沒有摔壞吧？　讓我看看。,……嗯？,,1,97,7,1,0,0,0,0,0,,Translated
25,森繁,い、いい！　自分で取れる！,……返せ。, ,Morishige,Th-That's quite all right! I'll have a look myself!,Give it here!,,모리시게,"돼, 됐어! 내가 집을게!",...... 돌려줘.,,森繁,不、不用！　我自己能拿！,……還給我。,,1,229,8,1,0,0,0,0,0,,Translated
26,森繁,（……くそっ、画像開いたままだった,　じゃないか……）, ,Morishige,"(Damn, photo viewer open and everything...)",,,모리시게,"(...... 젠장, 사진을",열어 뒀는데......),,森繁,（……可惡，圖片還開著,　啊……）,,1,230,8,1,0,0,0,0,0,,Translated
27,森繁,（見られたか……死体の写真）, , ,Morishige,(Did he see...the corpse shot...?),,,모리시게,(봤나...... 시체 사진),,,森繁,（被看到了嗎……屍體的照片）,,,1,231,8,1,0,0,0,0,0,,Translated
28,森繁,（だったら、コイツと行動を共にするのはもう,　無理だな。……チッ、勝手に見るなよ）, ,Morishige,"(If he did, then there's no way he'll want anything",to do with me anymore... Don't just look at other,"people's phones without permission, goddammit!)",모리시게,(그렇다면 이 녀석과 행동을 같이 하는 건,"무리겠군...... 쳇, 맘대로 보지 말라고)",,森繁,（如果是這樣，就不能再和這傢伙,　一起行動了。……嘖，別亂看啊）,,1,232,8,1,0,0,0,0,0,,Translated
29,森繁,失敬する。, , ,Morishige,"Now, if you'll excuse me...",,,모리시게,가볼게.,,,森繁,告辭了。,,,1,233,8,1,0,0,0,0,0,,Translated
30,刻命,お前。……やったのか、ソレ。, , ,Kizami,Hey!,...You responsible for...that?,,키자미,"네가...... 한 거냐, 그거.",,,刻命,你。……是你幹的嗎，那個。,,,1,98,7,1,0,0,0,0,0,,Translated
31,森繁,……何？, , ,Morishige,Come again?,,,모리시게,...... 뭐?,,,森繁,……什麼？,,,1,234,8,1,0,0,0,0,0,,Translated
32,刻命,……。　お前も、同類かと思ってね。, , ,Kizami,I had a feeling we might be cut from the same,cloth...,,키자미,...... 너도 동류 같아서.,,,刻命,……。　我還在想，你也是同類呢。,,,1,99,7,1,0,0,0,0,0,,Translated
33,森繁,……何の事だか判らない。俺に、構わないでくれ。, , ,Morishige,I'm sure I don't know what you're talking about.,I'd appreciate it if you'd please just leave me be.,,모리시게,...... 무슨 말인지 모르겠군. 나한테 상관 마.,,,森繁,……我不知道你在說什麼。請別管我。,,,1,235,8,1,0,0,0,0,0,,Translated
34,刻命,……。, , ,Kizami,Heh...,,,키자미,......,,,刻命,……。,,,1,100,7,1,0,0,0,0,0,,Translated
35,刻命,……ッハ！　ッハッハッハッハッ！, , ,Kizami,Hah... Hahahahahahahaha!,,,키자미,...... 아하! 아하하하하!,,,刻命,……哈！　哈哈哈！,,,1,101,7,1,0,0,0,0,0,,Translated
36,刻命,また会おうゼ、オイ。　……近いうちにな。, , ,Kizami,"Let's meet again sometime, eh?",...Sometime real soon...,,키자미,또 보자. 가까운 시일에.,,,刻命,再會啦。　……不久的將來。,,,1,102,7,1,0,0,0,0,0,,Translated
37,,【男子学生用　厠】,　器物を破損せしめた者は、厳罰に処す。, ,,[Boys' Lavatory],Any and all students responsible for damaging these,facilities will be severely reprimanded.,,【남학생용 화장실】,기물을 파손한 자는 엄벌에 처한다.,,,【男學生用廁所】,損壞器物者，將處以嚴懲。,,0,0,0,1,0,0,0,0,0,,Translated
38,,　個室には、逃げ込めそうにありません。, , ,,The restroom stalls are completely cut off.,There's no way anyone could get to them safely.,,,화장실 칸 안으로는 도망칠 수 없을 것 같습니다.,,,,　隔間裡，似乎無法躲進去。,,,0,0,0,1,0,0,0,0,0,,Translated
39,森繁,……由香ちゃん？, , ,Morishige,Heehee... Yuuuukaaa?,,,모리시게,...... 유카?,,,森繁,……由香？,,,1,223,8,1,0,0,0,0,0,,Translated
40,森繁,（これじゃ流石に隠れられないか……） , , ,Morishige,(This room doesn't exactly lend itself to hiding in,"its current state, I suppose.)",,모리시게,(여기에는 없겠군......),,,森繁,（這樣的話果然沒辦法躲藏嗎……） ,,,1,224,8,1,0,0,0,0,0,,Translated
41,森繁,……由香ちゃん？, , ,Morishige,Heehee... Yuuuukaaa?,,,모리시게,...... 유카?,,,森繁,……由香？,,,1,223,8,1,0,0,0,0,0,,Translated
42,森繁,（これじゃ流石に隠れられないか……） , , ,Morishige,(This room doesn't exactly lend itself to hiding in,"its current state, I suppose.)",,모리시게,(여기에는 없겠군......),,,森繁,（這樣的話果然沒辦法躲藏嗎……） ,,,1,224,8,1,0,0,0,0,0,,Translated
43,,　鏡は水垢が酷く付着し、よく見えません……, , ,,The mirror's surface is crusted over with hair and,dirt. You can't make out much of anything.,,,거울에 물때가 심하게 끼어서 잘 안 보입니다......,,,,　鏡子上水垢嚴重，看不清楚……,,,0,0,0,1,0,0,0,0,0,,Translated
44,,　排水孔から、ゴポッ、ゴポッと不快な音が,　鳴っています。, ,,There's a rather unpleasant gurgling sound emanating,from the drain. Best to keep your distance...,,,"배수구에서 부글, 부글",불쾌한 소리가 납니다.,,,　排水孔發出咕噗、咕噗的,不悅聲音。,,0,0,0,1,0,0,0,0,0,,Translated
45,,　強烈な臭気を放っています……, , ,,The stench is almost overpowering...,,,,강렬한 악취를 풍기고 있습니다......,,,,　散發著強烈的臭味……,,,0,0,0,1,0,0,0,0,0,,Translated
46,,　便器の排水孔からゴポッ、ゴポッと,　空気の固まりが噴き出す音が鳴っています。, ,,"The urinal drain is making low sputtering sounds, as",if its long-festering contents could spew out into,the room at any moment.,,"변기 배수구에서 부글, 부글",공기 방울이 나오는 소리가 들려 옵니다.,,,　馬桶的排水孔傳來咕噗、咕噗的,氣泡噴出的聲音。,,0,0,0,1,0,0,0,0,0,,Translated
47,森繁,……由香ちゃん？, , ,Morishige,Heehee... Yuuuukaaa?,,,모리시게,...... 유카?,,,森繁,……由香？,,,1,223,8,1,0,0,0,0,0,,Translated
48,森繁,（これじゃ流石に隠れられないか……） , , ,Morishige,(This room doesn't exactly lend itself to hiding in,"its current state, I suppose.)",,모리시게,(여기에는 없겠군......),,,森繁,（這樣的話果然沒辦法躲藏嗎……） ,,,1,224,8,1,0,0,0,0,0,,Translated
