Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,結衣,篠崎さん、二日ぶりね。風邪大丈夫？, , ,Ms. Shishido,Shinozaki! Haven't seen you in two days. You,feeling any better?,,유이,"시노자키, 이틀만이네. 감기는 나았어?",,,結衣,篠崎同學，兩天不見了。感冒還好嗎？,,,1,206,27,1,0,0,0,0,0,,Translated
1,あゆみ,うん。もう大丈夫。午前中、病院にも行ってきたし。, , ,Ayumi,"Yep, fit as a fiddle. Had a doctor's appointment","this morning, and it seems all is good!",,아유미,응. 다 나았어. 오전에 병원에 다녀오기도 했고.,,,あゆみ,嗯。已經沒事了。上午也去了醫院一趟。,,,1,240,4,1,0,0,0,0,0,,Translated
2,結衣,そう。良かったわ。, , ,Ms. Shishido,Excellent. Glad to hear it.,,,유이,그래. 다행이네.,,,結衣,是嗎。太好了。,,,1,207,27,1,0,0,0,0,0,,Translated
3,あゆみ,ねぇねぇ、それより話の続き。……先生彼氏いないの？, , ,Ayumi,"Me too, 'cause I've been dying to continue our","conversation from the other day. So come on, tell",me: Is it really true you don't have a boyfriend?,아유미,"저기 저기, 그것보다 그거 말인데...... 선생님 남친 없어?",,,あゆみ,吶吶，比起那個繼續上次的話題吧。……老師沒有男朋友嗎？,,,1,241,4,1,0,0,0,0,0,,Translated
4,結衣,ふふ。……ええ、寂しい一人暮らしよ。, , ,Ms. Shishido,"Heehee. It is. I live a sad, lonely life.",,,유이,"후후...... 응, 쓸쓸하게 혼자 살고 있어.",,,結衣,呵呵。……是啊，過著寂寞的獨居生活呢。,,,1,208,27,1,0,0,0,0,0,,Translated
5,あゆみ,ふ～ん……, , ,Ayumi,Hmmm?,,,아유미,흐응~,,,あゆみ,呼～嗯……,,,1,242,4,1,0,0,0,0,0,,Translated
6,結衣,高校生の時に、お付き合いしてた人はいたけどね。,うふふ。, ,Ms. Shishido,...Though I did go out with a charming young lad,when I was in high school...,,유이,고등학생 때 사귀던 사람은 있었지만.,우후후.,,結衣,不過高中時，曾交往過一個人呢。呵呵。,,,1,209,27,1,0,0,0,0,0,,Translated
7,あゆみ,そうなの？　え、聞かせて聞かせて。, , ,Ayumi,I knew it! Heh... Give me all the juicy details!,,,아유미,그래? 말해줘 말해줘.,,,あゆみ,真的嗎？　咦，跟我說跟我說。,,,1,243,4,1,0,0,0,0,0,,Translated
8,結衣,あなたと同じ制服を着て……,よく３階の渡り廊下で会ってたっけ……,当時は若かったなぁ、私も。クスクス…… ,Ms. Shishido,I'd meet up with him in the third-floor walkway,"every day, wearing a uniform just like yours. Ahh,",memories... I was so young back then! *giggle*,유이,너와 같은 교복을 입고......,3층 복도에서 자주 만나곤 했지......,"그땐 참 젊었어, 나도. 쿡쿡......",結衣,穿著和妳一樣的制服……,經常在三樓的走廊見面呢……,那時候真年輕啊，我也是。呵呵……,1,210,27,1,0,0,0,0,0,,Translated
9,あゆみ,いいよねあそこ。静かだし、町、見渡せるし……,で、どんな人だったの？, ,Ayumi,"That's a good spot. It's quiet, and you can see",the whole town from there. Seems nice and romantic.,So...what kind of person was he?,아유미,"좋네 그런 거. 조용하고, 마을이 보이고......","그래서, 어떤 사람이었어?",,あゆみ,那邊真好呢。安靜，又能俯瞰城鎮……,那，是什麼樣的人？,,1,244,4,1,0,0,0,0,0,,Translated
