Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,あゆみ,っ……ひっく……,もう……やだ……ううう……, ,Ayumi,*hic* I hate this... No more...,,,아유미,으……으윽……이제……더 이상은……크윽……,,,あゆみ,……吸泣……已經……夠了……嗚嗚……,,,1,92,32,1,0,0,0,0,0,,Translated
1,あゆみ,…………, , ,Ayumi,...,,,아유미,…………,,,あゆみ,…………,,,1,93,32,1,0,0,0,0,0,,Translated
2,あゆみ,（？　ここ……）, , ,Ayumi,(Is this...),,,아유미,（？　여긴……）,,,あゆみ,（？　這裡……）,,,1,0,0,0,0,0,0,0,0,,Translated
3,あゆみ,（男子トイレ……）, , ,Ayumi,(...the boys' bathroom?),,,아유미,（남자 화장실……）,,,あゆみ,（男生廁所……）,,,1,0,0,0,0,0,0,0,0,,Translated
4,あゆみ,（わたし、いつの間に……）, , ,Ayumi,(When did I get here?),,,아유미,（나 어느 사이에……）,,,あゆみ,（我什麼時候……）,,,1,0,0,0,0,0,0,0,0,,Translated
5,あゆみ,はあ……, , ,Ayumi,Ahh...,,,아유미,아……,,,あゆみ,哈啊……,,,1,94,32,1,0,0,0,0,0,,Translated
6,あゆみ,…………, , ,Ayumi,...,,,아유미,…………,,,あゆみ,…………,,,1,95,32,1,0,0,0,0,0,,Translated
7,あゆみ,ふ……うっ……, , ,Ayumi,*sniffle* *sob*,,,아유미,흐……흐윽……,,,あゆみ,呼……嗚……,,,1,96,32,1,0,0,0,0,0,,Translated
8,あゆみ,（岸沼くん……）, , ,Ayumi,(Kishinuma...),,,아유미,（키시누마……）,,,あゆみ,（岸沼同學……）,,,1,0,0,0,0,0,0,0,0,,Translated
9,あゆみ,う……ううう……, , ,Ayumi,Mlghh...,,,아유미,으……으으윽……,,,あゆみ,嗚……嗚嗚……,,,1,97,32,1,0,0,0,0,0,,Translated
10,あゆみ,……こんなもの！, , ,Ayumi,Screw this useless piece of crap!,,,아유미,……이따위 것!,,,あゆみ,……這種東西！,,,1,98,32,1,0,0,0,0,0,,Translated
11,,あゆみは、手に持っていた,“赤黒い像”を投げ捨てました。, ,,Ayumi hurled the Dark Red Statue away from her.,,,아유미,"""아유미는 손에 들고 있던 """"검붉은 조각""""을 내던졌다.""",,,,あゆみ把手中握著的「暗紅色雕像」扔了出去。,,,0,0,0,0,0,0,0,0,0,,Translated
12,あゆみ,うぅ……ううう……, , ,Ayumi,*sob* *weep*,,,아유미,으……으윽……,,,あゆみ,嗚……嗚嗚……,,,1,99,32,1,0,0,0,0,0,,Translated
13,良樹,う……っ……いって……, , ,Yoshiki,"Oof... Damn, that smarts...",,,요시키,크……윽……아파……,,,良樹,呃……好痛……,,,1,118,31,1,0,0,0,0,0,,Translated
14,良樹,（俺は、気を失ってたのか？）, , ,Yoshiki,(Was I knocked out or something?),,,요시키,（나 정신 잃고 있었던건가?）,,,良樹,（我昏過去了嗎？）,,,1,0,0,0,0,0,0,0,0,,Translated
15,良樹,（なんだ？　身体中がいてぇ……。,　何があったのか思い出せねぇ）, ,Yoshiki,"(God, everything hurts... ",I can't even remember what happened.),,요시키,（뭐야?　왜 몸이 이리 아픈거야…… ,무슨 일이 있었는지 도무지 기억이 안나.）,,良樹,（什麼？　全身都痛……。,　想不起來發生了什麼事）,,1,0,0,0,0,0,0,0,0,,Translated
16,良樹,篠崎？　どこだ？, , ,Yoshiki,Shinozaki? Where are you?,,,요시키,시노자키? 어디 있어?,,,良樹,篠崎？　在哪裡？,,,1,119,31,1,0,0,0,0,0,,Translated
17,良樹,篠崎！？　篠崎どこだ―！？, , ,Yoshiki,Shinozaki! You here?,,,요시키,시노자키!? 시노자키 어디 있는데!?,,,良樹,篠崎！？　篠崎你在哪裡―！？,,,1,120,31,1,0,0,0,0,0,,Translated
18,良樹,いねぇのか……？, , ,Yoshiki,...Guess not.,,,요시키,여기 없는 건가……?,,,良樹,不在嗎……？,,,1,121,31,1,0,0,0,0,0,,Translated
19,良樹,……やべぇぞ、,アイツまたどっかいっちまったのか。,早く捜さねぇと……！,Yoshiki,"Crap, she might've run off on her own again... ",I gotta get out there and find her!,,요시키,"……큰일 났어, 그 녀석 또 어딘가 가버렸나. ",빨리 찾지 않으면……!,,良樹,……糟了，,那傢伙又跑到哪裡去了。,得快點找到她……！,1,122,31,1,0,0,0,0,0,,Translated
20,良樹,クソッ……！, , ,Yoshiki,Shit...!,,,요시키,젠장……！,,,良樹,可惡……！,,,1,123,31,1,0,0,0,0,0,,Translated
21,刻命,……由香ちゃん、そっちは行かない方がいい。,下の階では、さっき悪いことが起こった。, ,刻命,......由香ちゃん、そっちは行かない方がいい。,下の階では、さっき悪いことが起こった。, ,刻命,―,,,刻命,……由香，不要去那邊比較好。,樓下剛才發生了不好的事。,,1,253,6,1,0,0,0,0,0,,Translated
22,由香,え……？, , ,由香,え......？, , ,由香,―,,,由香,咦……？,,,1,210,28,1,0,0,0,0,0,,Translated
23,刻命,駄目だよ、由香ちゃん……？, , ,刻命,駄目だよ、由香ちゃん......？, , ,刻命,―,,,刻命,不行喔，由香……？,,,1,254,6,1,0,0,0,0,0,,Translated
24,刻命,……由香ちゃん？, , ,刻命,......由香ちゃん？, , ,刻命,―,,,刻命,……由香？,,,1,255,6,1,0,0,0,0,0,,Translated
25,,床に血の飛び散った跡があります……, , ,,床に血の飛び散った跡があります......, , ,,―,,,,地板上有血跡飛濺的痕跡……,,,0,0,0,1,0,0,0,0,0,,Translated
26,森繁,何故、逃げるんだい？, , ,森繁,何故、逃げるんだい？, , ,森繁,―,,,森繁,為什麼要逃呢？,,,1,0,0,1,0,0,0,0,0,,Translated
27,刻命,――アァイ！, , ,刻命,――アァイ！, , ,刻命,―,,,刻命,――啊伊！,,,1,0,0,1,0,1,1,7,0,,Translated
28,刻命,……どうしたの？　そんなに震えて。, , ,刻命,......どうしたの？　そんなに震えて。, , ,刻命,―,,,刻命,……怎麼了？　抖得這麼厲害。,,,1,241,6,1,0,0,0,0,0,,Translated
