Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,,チャプター４のオープニングを見ますか？, , ,,View the Chapter 4 opening?,,,,챕터4 오프닝을 보겠습니까?,,,,要觀看第四章的開場嗎？, ,,0,0,0,1,0,0,0,0,0,,Translated
1,,はい,いいえ,,,Yes,No,,,네,아니오,,,是,否,,0,255,255,255,255,255,255,255,255,,Translated
2,母親,繭……　繭ちゃん。, , ,Mom,Mayu? Mayu?,,,모친,마유...... 마유.,,,母親,繭……　繭。, ,,1,189,26,1,0,0,0,0,0,,Translated
3,繭,なぁに？　もう遅刻しそう。, , ,Mayu,"What is it, Mom? I'm running late.",,,마유,왜? 지각하겠어.,,,繭,怎麼了？快要遲到了。, ,,1,9,8,1,0,0,0,0,0,,Translated
4,母親,今日で最後の登校ね……しっかり、皆さんに,お別れを言ってらっしゃいね。, ,Mom,This is your last day at Kisaragi. Make sure you,say your goodbyes and have a lot of fun with your,"friends, okay?",모친,오늘로 마지막 날이구나...... 꼭 애들한테,작별 인사를 하고 와야 한다.,,母親,今天是最後一次上學了……要好好跟大家,道別哦。, ,1,190,26,1,0,0,0,0,0,,Translated
5,繭,うん……, , ,Mayu,I will.,,,마유,응......,,,繭,嗯……, ,,1,10,8,1,0,0,0,0,0,,Translated
6,母親,ごめんなさいね……,お父さんの転勤のせいで。, ,Mom,I'm so sorry about this. All because your father,got transferred...,,모친,미안하구나......,아빠가 전근을 해서.,,母親,對不起呢……都是因為爸爸調職的關係。, ,,1,191,26,1,0,0,0,0,0,,Translated
7,繭,……いいの。私は……, , ,Mayu,It's okay! I'll be fine.,,,마유,...... 됐어. 나는......,,,繭,……沒關係的。我……, ,,1,11,8,1,0,0,0,0,0,,Translated
8,母親,お父さんがもっと、会社に抗議でもすれば,良かったんだけど……, ,Mom,I wish your father would've objected more strongly.,,,모친,아빠가 회사에 항의라도 했으면,좋았겠지만......,,母親,要是爸爸能更強硬地跟公司抗議就好了……, ,,1,192,26,1,0,0,0,0,0,,Translated
9,母親,お父さん、どうしても無理だって言うから。, , ,Mom,But he said there was nothing he could do about it.,,,모친,아빠가 그건 힘들다고 하니까.,,,母親,因為爸爸說無論如何都沒辦法。, ,,1,193,26,1,0,0,0,0,0,,Translated
10,母親,あなたが了解してくれたから、,良いようなものの……, ,Mom,"And since you didn't object, either... *sigh*","I swear, that man doesn't give this family any",consideration. All he thinks about is work...,모친,네가 이해해줬으니 망정이지......  하아~,아빠는 진정으로 가족을 생각하지 않는 사람이니까,,母親,雖然你有諒解……唉～,爸爸根本不把家人放在心上,,1,194,26,1,0,0,0,0,0,,Translated
11,繭,ん、行って来ます。, , ,Mayu,"Uh-huh. Well, I've gotta run. Bye!",,,마유,"응, 다녀올게.",,,繭,嗯，我出門了。, ,,1,12,8,1,0,0,0,0,0,,Translated
12,繭,（私は……）, , ,Mayu,(I...),,,마유,(나는......),,,繭,（我……）, ,,1,13,8,1,0,0,0,0,0,,Translated
13,繭,（お父さんとお母さんが揉めないでいて,　くれるなら、それでいいの）, ,Mayu,(I just want my mom and dad to get along...),,,마유,(아빠랑 엄마가 싸우지 않는다면,그걸로 족해),,繭,（只要爸爸和媽媽不吵架，那就夠了）, ,,1,14,8,1,0,0,0,0,0,,Translated
14,繭,……はっ。, , ,Mayu,*gasp*,,,마유,...... 핫.,,,繭,……啊。, ,,1,15,8,1,0,0,0,0,0,,Translated
15,繭,……？！　ここは……, , ,Mayu,Huh? ...Where am I...?,,,마유,......?!  여긴......,,,繭,……？！　這裡是……, ,,1,16,8,1,0,0,0,0,0,,Translated
16,繭,……あれ？　私、ひとり……？, , ,Mayu,Why...am I by myself?,,,마유,"...... 어라?  나, 혼자......?",,,繭,……咦？　我一個人……？, ,,1,17,8,1,0,0,0,0,0,,Translated
17,繭,ん……　んん？（ゴシゴシ）,なんで、泣いてるんだろう、私……, ,Mayu,And...nnng...wh-why...am I crying...?,,,마유,응...... 으응?  (비비적비비적),난 왜 울고 있는 거지......,,繭,嗯……嗯嗯？（揉眼睛）,為什麼……我在哭呢……,,1,18,8,1,0,0,0,0,0,,Translated
18,繭,繁兄ぃー……　先生ー……　篠崎さーん……, , ,Mayu,"Shig, bro, you there?",...Ms. Yui?,...Shinozaki...?,마유,시게 오빠~  선생님~  시노자키~,,,繭,繁哥～……老師～……篠崎～……, ,,1,19,8,1,0,0,0,0,0,,Translated
19,繭,……確かみんなと学園祭の片付けしてて……, , ,Mayu,"I was just in the classroom with everybody, taking",down the festival decorations...,,마유,...... 아마 모두 함께 학원제 정리를 하고......,,,繭,……記得和大家一起在收拾學園祭……, ,,1,20,8,1,0,0,0,0,0,,Translated
20,繭,やだ……ここ、何処……？, , ,Mayu,...God...,Where even is this?!,,마유,"어머...... 여긴, 어디지......?",,,繭,不要……這裡是哪裡……？, ,,1,21,8,1,0,0,0,0,0,,Translated
