Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,あゆみ,おねえちゃん、いる……？, , ,Ayumi,"Hey, Sis, you there?",,,아유미,"언니, 있어......?",,,あゆみ,姊姊，在嗎……？,,,1,210,4,1,0,0,0,0,0,,Translated
1,ひのえ,ん、いますよ～。　どうぞ？, , ,Hinoe,"Hmm? Yeah, I'm here. Come on in.",,,히노에,"네, 있어요~ 들어오세요.",,,ひのえ,嗯，我在喔～。怎麼了？,,,1,209,5,1,0,0,0,0,0,,Translated
2,あゆみ,…………。, , ,Ayumi,...,,,아유미,............,,,あゆみ,…………。,,,1,0,0,1,0,0,0,0,0,,Translated
3,ひのえ,どうしたのですか？　ちっちゃい肩を,すぼめてしまって。, ,Hinoe,I see you slumping those tiny shoulders of yours.,What's the matter?,,히노에,무슨 일이죠?,작은 어깨를 오므리고,,ひのえ,怎麼啦？縮著小小的肩膀。,,,1,210,5,1,0,0,0,0,0,,Translated
4,ひのえ,キュートなお顔が泣いてますねぇ？,……おいで？, ,Hinoe,Your cute little face is all stained with tears!,Come on over. Let's hear it.,,히노에,귀여운 얼굴이 울고 있네요?,...... 이리 오세요.,,ひのえ,可愛的小臉在哭呢？,……過來吧？,,1,211,5,1,0,0,0,0,0,,Translated
5,ひのえ,黙っていたいですか？　話したいですか？, , ,Hinoe,"So, did you just want some quiet affection, or do",you want to talk about it?,,히노에,가만 있고 싶나요? 얘기하고 싶나요?,,,ひのえ,想靜一靜嗎？　還是想說說話？,,,1,212,5,1,0,0,0,0,0,,Translated
6,あゆみ,……聞いて欲しい……, , ,Ayumi,...I want to ask you something.,,,아유미,...... 얘기하고 싶어......,,,あゆみ,……想跟你聊聊……,,,1,213,4,1,0,0,0,0,0,,Translated
7,ひのえ,うん、聞かせて下さい？, , ,Hinoe,"Oh? All right, then. Ask away.",,,히노에,"응, 말해 볼래요?",,,ひのえ,嗯，說來聽聽？,,,1,213,5,1,0,0,0,0,0,,Translated
8,あゆみ,おねえちゃんって、今のお仕事……, , ,Ayumi,It's about your work...,,,아유미,언니는 지금 하는 일......,,,あゆみ,姊姊現在的工作……,,,1,214,4,1,0,0,0,0,0,,Translated
9,あゆみ,いつ……なりたいって決めたの？, , ,Ayumi,How old were you when you decided this is what you,wanted to do?,,아유미,언제부터...... 하고 싶다고 생각했어?,,,あゆみ,是什麼時候……決定要做的？,,,1,215,4,1,0,0,0,0,0,,Translated
10,ひのえ,ん～……。そうですねぇ、たしか……, , ,Hinoe,Hmmm... Good question. I guess...,,,히노에,"음~ 글쎄요, 아마......",,,ひのえ,嗯～……。讓我想想，好像是……,,,1,214,5,1,0,0,0,0,0,,Translated
11,ひのえ,ちょうど、あゆみちゃんと同じくらいの,トキでしたね。, ,Hinoe,"...I was around your age, Ayumi.",,,히노에,"딱, 아유미와 비슷한",나이일 때였죠.,,ひのえ,……正好是跟あゆみ醬差不多的,年紀吧。,,1,215,5,1,0,0,0,0,0,,Translated
12,あゆみ,迷いはなかった？, , ,Ayumi,Were you...sure that it's what you wanted to do?,,,아유미,망설임은 없었어?,,,あゆみ,沒有猶豫過嗎？,,,1,216,4,1,0,0,0,0,0,,Translated
13,ひのえ,はい。私は……　大いなる自然の意思に、,ただ身をゆだねているだけですから。, ,Hinoe,I was. Because...I trusted that a higher power was,guiding me.,,히노에,네. 저는...... 그저 위대한 자연의 의사에,몸을 맡길 뿐이니까요.,,ひのえ,沒有。因為我……只是順從著,偉大的自然意志而已。,,1,216,5,1,0,0,0,0,0,,Translated
