Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,,　ヨシカズに襲われていた良樹は、,　大川によって助け出された。,,,"After being attacked by Yoshikazu, Yoshiki's life",was saved by Ohkawa.,,,요시카즈에게 습격을 받았던 요시키는,오오카와의 도움으로 목숨을 건졌다.,,,　被ヨシカズ襲擊的良樹，,被大川所救。,,0,0,0,0,0,0,0,0,0,,Translated
1,,　親友である良介の死のショックから,　抜け出せないでいた大川だったが……,,,And though Ohkawa was unable to recover from the,shock caused by his friend Ryosuke's death...,,,친구인 료스케의 죽음으로 인한 충격으로부터,벗어나지 못했던 오오카와......,,,　大川因摯友良介之死的打擊而,無法振作……,,0,0,0,0,0,0,0,0,0,,Translated
2,,　良樹と行動を共にするうちに、,　立ち直ることができた。,,,...he did make a marked improvement during the,time he spent with Yoshiki.,,,그랬던 오오카와가 요시키와 함께 행동하면서,재기할 수 있게 되었다.,,,　但在與良樹一起行動的過程中，,得以重新站起來。,,0,0,0,0,0,0,0,0,0,,Translated
3,,　しかし、迫り来る子供たちの幽霊から,　逃れるため、二人は別行動をとることにした。,,,"Unfortunately, with the child spirits closing in,",the two of them wound up going their separate,ways in hopes of thwarting their pursuers.,,그러나 닥쳐오는 어린 유령들로부터,"도망치기 위해, 둘은 따로 행동하기로 했다.",,,　然而，為了逃離逼近的小孩幽靈，,兩人決定分頭行動。,,0,0,0,0,0,0,0,0,0,,Translated
4,,　『絶対に生き残ろう！』と約束し、,　良樹と別れた大川は、,　一人暗い廊下を走っていた。,,Leaving Yoshiki with a forced promise that the two,"of them would get out alive, Ohkawa ran off down the","darkened corridors, alone.",,『꼭 살아남자!』고 약속한 후,요시키와 헤어진 오오카와는,혼자 어두운 복도를 달리고 있었다.,,　約定好「一定要活下去！」後，,與良樹分別的大川，,獨自在昏暗的走廊上奔跑。,0,0,0,0,0,0,0,0,0,,Translated
5,,　一人、暗い廊下を走る大川。,,,,And these are the things he then experienced...,,,,혼자 어두운 복도를 달리는 오오카와.,,,,　獨自在昏暗的走廊上奔跑的大川。,,,0,0,0,0,0,0,0,0,0,,Translated
6,子供の幽霊,『きゃは……　きゃっきゃっ……』,,,Child Spirit,Heehee... Heeheehee...,,,어린 유령,『꺄하......  꺅꺅......』,,,小孩幽靈,『呀哈……　呀呀……』,,,1,0,0,0,0,0,0,0,0,,Translated
7,大川,ハアッ、ハアッ、ハアッ, , ,Ohkawa,*pant* *pant*,  *pant*,,오오카와,"허억, 허억, 허억",,,大川,哈啊、哈啊、哈啊,,,1,61,33,1,0,0,0,0,0,,Translated
8,大川,（どこに行っても白骨死体ばかりだな……,　！？　あ、あれは……！）,,Ohkawa,"(God, no matter where I go, it's nothing but",bleached white bones and the smell of death.),,오오카와,(어딜 가든 백골 사체만 보이네......,"!?  저, 저건......!)",,大川,（不管去哪裡都只有白骨屍體啊……,　！？　啊、那是……！）,,1,0,0,0,0,0,0,0,0,,Translated
9,,　うつ伏せになって倒れている女子高生の,　遺体がある。,,,The remains of a female student were sprawled out,"on the ground, face down.",,,엎드려 있는 여고생의,유해가 있다.,,,　有一具趴倒在地上的女高中生的遺體。,,,0,0,0,0,0,0,0,0,0,,Translated
10,,　眼鏡のレンズは割れ、,　ひしゃげてしまっている。,,,The lenses from her glasses had come out of their,"frame and were shattered to bits nearby, crushed",by some hopefully long-departed force.,,안경 렌즈는 깨지고,찌부러져 있다.,,,　眼鏡鏡片碎裂，,變得扭曲。,,0,0,0,0,0,0,0,0,0,,Translated
11,,　後頭部辺りの頭蓋骨は、,　原型を留めていない状態だ。,,,"And the back of her skull was smashed even worse,",to the point that it was basically just a mess of,bone fragments and viscera.,,후두부 주변 두개골은,원형을 잃은 상태다.,,,　後腦勺附近的頭蓋骨，,已無法保持原形。,,0,0,0,0,0,0,0,0,0,,Translated
12,大川,……う、卜部？　ひっ……んっく！, , ,Ohkawa,...U-Urabe?! Ulgh...ghph...,,,오오카와,"...... 우, 우라베?  힉...... 으윽!",,,大川,……嗚、卜部？　呃……嗚！,,,1,62,33,1,0,0,0,0,0,,Translated
13,大川,（……声を出しちゃ駄目だ！）,,,Ohkawa,(Gotta watch myself. I need to keep quiet.),,,오오카와,(...... 소리를 내면 안 돼!),,,大川,（……不能發出聲音！）,,,1,0,0,0,0,0,0,0,0,,Translated
14,,　涙の跡と大きく見開かれた目が、,　絶命した時の恐怖と苦しみを現わしていた。,,,"The tear tracks down her cheeks, along with her","wide-open eyes full of fear and pain, told",a frightening story of her final moments.,,눈물 자국과 크게 뜬 눈이,절명했을 때의 공포와 고통을 나타내고 있다.,,,　淚痕和睜大的雙眼，,顯現出斷氣時的恐懼與痛苦。,,0,0,0,0,0,0,0,0,0,,Translated
15,,　あちこちに飛び散った血が、,　激しく殴られた様子を物語っている。,,,"These, along with the spatters of blood all around","her, suggested she'd suffered an intensely violent",beating in the moments leading up to her demise.,,여기저기에 흩뿌려진 피가,격하게 맞은 모습을 말해 주고 있다.,,,　四處飛濺的血跡，,訴說著她曾遭到激烈毆打。,,0,0,0,0,0,0,0,0,0,,Translated
16,大川,（酷い……）,,,Ohkawa,(This is unconscionable...),,,오오카와,(너무해......),,,大川,（太殘忍了……）,,,1,0,0,0,0,0,0,0,0,,Translated
17,大川,（誰が、こんなことを……,　！？　まさか、裕也がやったのか！？）,,Ohkawa,"(Who did this to you, Urabe?",...! Don't tell me...it was Yuuya!),,오오카와,(누가 이런 짓을......),!?  설마 유야가 한 건가!?),,大川,（是誰，做出這種事……,　！？　難道，是裕也幹的嗎！？）,,1,0,0,0,0,0,0,0,0,,Translated
18,大川,（いや、落ち着け……,　冷静にならなくちゃ……,　流石にそれは考え過ぎだ）,Ohkawa,"(No, I can't jump to conclusions like that. I need",to pull myself together. I'm just overthinking,things.),오오카와,"(아니, 진정해......",냉정해져야 해......,역시 그건 아냐),大川,（不，冷靜點……,　必須冷靜下來……,　那果然是想太多了）,1,0,0,0,0,0,0,0,0,,Translated
19,大川,（岸沼君は、うまく逃げられたかな……）,,,Ohkawa,(I wonder if Kishinuma was able to escape,successfully...),,오오카와,(키시누마 군은 잘 도망쳤을까......),,,大川,（岸沼同學，順利逃掉了嗎……）,,,1,0,0,0,0,0,0,0,0,,Translated
20,大川,！？　誰だ！！, , ,Ohkawa,...?! Who's there?!,,,오오카와,!?  누구야!!,,,大川,!？　是誰！！,,,1,63,33,1,0,0,0,0,0,,Translated
21,女子生徒,あ……ああ……いや、いやあああああっ！！, , ,Female Student,Aaah...aaaaahhhh...a-aaaaaaaAAAAAAAHHH!!,,,여학생,"아...... 아아...... 싫어, 꺄아아아아악!!",,,女學生,啊……啊啊……不要、不要啊啊啊啊！！,,,1,147,32,1,0,0,0,0,0,,Translated
22,大川,（女の子……？）,,,Ohkawa,(A girl...?),,,오오카와,(여자애......?),,,大川,（女孩子……？）,,,1,0,0,0,0,0,0,0,0,,Translated
23,大川,待って、俺は何もしないよ！,だから大きな声出さないで！, ,Ohkawa,"Wait! I'm not going to hurt you! Please, try to",keep your voice down!,,오오카와,"기다려, 난 아무 짓도 안 할 거야!",그러니까 큰 소리 내지 마!,,大川,等等，我不會傷害你的！,所以請不要大聲叫！,,1,64,33,1,0,0,0,0,0,,Translated
24,女子生徒,……う、嘘よ！　いや、,それ以上近付かないで……いや――――っ！, ,Female Student,N-No... You're lying! You're LYING!!,Keep away from me! Don't get any closer!,,여학생,"...... 거, 거짓말이야!  싫어",더 이상 다가오지 마...... 싫어~~~~!,,女學生,……騙、騙人！　不要，,不要再靠近了……不要――――！,,1,148,32,1,0,0,0,0,0,,Translated
25,,　女子生徒はすっかり憔悴しきった様子で,　ガタガタと震えている。,,,"She was absolutely emaciated, and shaking",violently. This girl was clearly not well.,,,여학생은 매우 초췌한 모습으로,덜덜 떨고 있다.,,,　女學生看起來憔悴不堪，,全身顫抖著。,,0,0,0,0,0,0,0,0,0,,Translated
