Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,,美九？　美九！！,まだ起きてるの？, ,,Miku? Miku! Are you still awake?,,,미쿠의 어머니,미쿠? 미쿠!!　아직도 안 잤니?,,,美九的母親,美九？　美九！！,你還醒著嗎？,,0,43,36,1,0,0,0,0,0,,Translated
1,,配信とかまたバカなことしてないで、,早く寝なさい！　もう１１時よ！, ,,Stop doing your silly livestreams or whatever they,are and go to sleep! It's already 11 PM!,,미쿠의 어머니,또 방송인지 뭔지 바보같은 짓 하지 말고 얼른 자! ,벌써 11시야!,,美九的母親,別再做什麼直播之類的傻事了，,快點睡覺！　已經十一點了！,,0,44,36,1,0,0,0,0,0,,Translated
2,美九,はぁっ。,もー。声入ったじゃない……, ,Miku,"Seriously, Mom? Everybody watching my stream ",heard you just now!,,미쿠,"아아, 귀찮아. ",엄마 목소리 라이브에 들어가 버렸잖아……,,美九,唉～。,真是的。聲音都錄進去了啦……,,1,16,35,1,0,0,0,0,0,,Translated
3,美九,言われなくても,終わるとこだったっつーのっ, ,Miku,"I was finishing up anyway, so you didn't need to ",come bother me...,,미쿠,잔소리 안 해도 지금 끝내려 ,하던 참이였다고,,美九,不用你說我也知道，,我正要結束了好嗎～,,1,17,35,1,0,0,0,0,0,,Translated
4,下の階の母親,明後日は慈愛十字病院の検査の日でしょう？,ちゃんと寝て身体を整えておかないと,ひどい結果が出るわよ？,Miku's Mother,Your checkup at Amare Patriarcha Crucis Hospital is,"in two days! If you don't get enough rest, you're",not going to get the results you want!,미쿠의 어머니,모레가 병원에 검진 받으러 가는 날이잖아? ,수면을 제대로 취하지 않아 검진 결과가 ,엉망으로 나오면 어떡해?,美九的母親,後天是慈愛十字醫院的檢查日吧？,不好好睡覺調整身體的話，,檢查結果會很糟糕喔？,1,45,36,1,0,0,0,0,0,,Translated
5,美九,あ゛～。もう！,……わかってるよ～！, ,Miku,"Ugh! I KNOOOW, Mom!",,,미쿠,아~됐어!　……알았다니까~！,,,美九,啊～。真是的！,……我知道啦～！,,1,18,35,1,0,0,0,0,0,,Translated
6,美九,……べー！, , ,Miku,Bleh!,,,미쿠,……으에!,,,美九,……略～,,,1,19,35,1,0,0,0,0,0,,Translated
7,美九,……馬鹿なこと、とか言わないでよ。,番組登録者数100人でも、周りの配信者が,どんなにまぶしくても、,Miku,"Don't diss what I do... Sure, I only have 100 ","subscribers, but I'm competing with every other ",popular streamer out there.,미쿠,……바보같은 짓이라니. ,"채널 구독자 수 100명 밖에 안되더라도, ",다른 스트리머들이 더 빛날지라도,美九,……別說什麼傻事之類的嘛。,就算頻道訂閱者只有一百人，,就算周圍的直播主再怎麼耀眼，,1,20,35,1,0,0,0,0,0,,Translated
8,美九,腐らず一生懸命やってんだコッチはぁ～, , ,Miku,I'm working my freaking ass off for this!,,,미쿠,난 줄곧 최선을 다 할테니까~,,,美九,我這邊可是在拼命努力耶～,,,1,21,35,1,0,0,0,0,0,,Translated
9,美九,……むふっ, , ,Miku,...Hmm-hmm!,,,미쿠,……므흣,,,美九,……嗯哼,,,1,22,35,1,0,0,0,0,0,,Translated
