Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
0,雪,きゃあぁぁ！, , ,Yuki,Yaaaaagh!,,,유키,꺄아아아!,,,雪,呀啊啊！,,,1,181,22,1,0,0,0,0,0,,Translated
1,サチコ,エライエライ, , ,Sachiko,"Well done, well done.",,,사치코,옳지 옳지,,,サチコ,乖喔乖喔,,,1,149,14,1,0,0,0,0,0,,Translated
2,サチコ,マタ連レテキテクレタノネ, , ,Sachiko,Another sheep for the slaughter...,,,사치코,또 데리고 왔구나,,,サチコ,又帶來了呢,,,1,150,14,1,0,0,0,0,0,,Translated
3,ヨシカズ,ア…ウウゥゥ　ウ…ウァァ, , ,Yoshikazu,Aaaaoooooooouuugghh...ooooouuuuuggghhh...,,,요시카즈,아... 우우우우  우... 우아아,,,ヨシカズ,啊…嗚嗚嗚　嗚…嗚啊,,,1,186,26,1,0,0,0,0,0,,Translated
4,サチコ,イイ子ネ…　サァソコニスワッテ, , ,Sachiko,"That's a good boy. Now, sit.",,,사치코,착하지...  자아 여기 앉아,,,サチコ,好孩子呢…　來，坐在那裡,,,1,151,14,1,0,0,0,0,0,,Translated
5,サチコ,イウコトキイタカラ、マタ,ゴホウビシテアゲル, ,Sachiko,You've been very obedient. I think you've earned,a reward.,,사치코,"내가 하는 말을 잘 들었으니까, 또",선물을 줄게,,サチコ,因為你很聽話，,再給你獎勵,,1,152,14,1,0,0,0,0,0,,Translated
6,ヨシカズ,ア…ア…ォォ, , ,Yoshikazu,Aaaaaahh...oooooaaaahhh...oooaahh...,,,요시카즈,아... 아... 오오,,,ヨシカズ,啊…啊…喔,,,1,187,26,1,0,0,0,0,0,,Translated
7,サチコ,ウフフフフ…♪　イイ子イイ子……, , ,Sachiko,"*giggle* There, there...",,,사치코,우후후후후...♪  그래 착하지...,,,サチコ,呵呵呵呵…♪　好孩子好孩子……,,,1,153,14,1,0,0,0,0,0,,Translated
8,雪,先生！　……ヨシカズ先生！　たすけて！,手、ほどいて！, ,Yuki,"Mr. Yoshikazu! Please, help! Untie my arms!",,,유키,선생님!  ...... 요시카즈 선생님!  살려주세요!,"손, 풀어주세요!",,雪,老師！　……ヨシカズ老師！　救命！,解開我的手！,,1,182,22,1,0,0,0,0,0,,Translated
9,サチコ,ウフフフフフ……クスクスクス。,目の毒かナ……目隠しして来なサイ, ,Sachiko,*giggle* *cackle*,She mustn't like what she sees. Go blindfold her.,,사치코,우후후후후후...... 쿡쿡쿡.,보기 안 좋겠네...... 눈가리개 하고 와,,サチコ,呵呵呵呵……嘻嘻嘻。,真是不堪入目呢……去把她的眼睛矇起來吧,,1,154,14,1,0,0,0,0,0,,Translated
10,ヨシカズ,ウウウ……ウウゥ, , ,Yoshikazu,Ooooooooaahh....ooooooouuuuhh...,,,요시카즈,우우우...... 우우우,,,ヨシカズ,嗚嗚……嗚嗚,,,1,188,26,1,0,0,0,0,0,,Translated
11,雪,嫌！　先生！　やめて！　いやぁ！, , ,Yuki,No! Mr. Yoshikazu! Don't! DOOOOOON'T!!,,,유키,싫어! 선생님! 그만! 싫어!,,,雪,不要！　老師！　住手！　不要啊！,,,1,183,22,1,0,0,0,0,0,,Translated
